fake_name,Class
เอ็นจิเนียริ่ง บจ.วิ้นท์ ดีไซน์ แอนด์ จำกัด,firm
999 บจ.เศรษฐีเบญจพล จำกัด,firm
โมบายล์ หจ.กัญฐรัตน์ จำกัด,firm
เซอร์วิส บจ.ไวเรดอาสเสทส์ ออนไลน์ จำกัด,firm
88 บจ.เอ็นพี คอร์เปอเรชั่น จำกัด,firm
หนองแวง หจ.กลุ่มมันสำปะหลังแปลงใหญ่ จำกัด,firm
บจ.คุณจุด จำกัด,firm
บจ.มิราเคิลออฟรับเบอร์เทรดดิ้ง จำกัด,firm
ช็อป888 บจ.จ๊ะจ๋า จำกัด,firm
หจ.วิสาหกิจชุมชนนาแปลงใหญ่บ้านโพนผุ,firm
168 บจ.ดานิกา จำกัด,firm
คอนสตรัคชั่น หจ.เอ็น ยู เจ จำกัด,firm
(ประเทศไทย) บจ.ฟู้ด ฮับ เอนเตอร์ไพรซ์ จำกัด,firm
พลาสแพ็ค บจ.จิรา ดีไซน์ แอนด์ จำกัด,firm
เฟอร์นิเจอร์ หจ. เบญจมาศ จำกัด,firm
ลอว์ บจ.พีเอลเค อินเตอร์ จำกัด,firm
คอนสตรัคชั่น หจ.โชคธนัช จำกัด,firm
บจ.พรั่งพร้อมอัครา จำกัด,firm
หจ.สุนันทา98,firm
2021 บจ.วิน วิน กรุ๊ป จำกัด,firm
ไทย บจ.ฟูจิคิ จำกัด,firm
บจ.สมบูรณ์ลอนดรี้ จำกัด,firm
โฮม บจ.วอลลี่ จำกัด,firm
หจ.เซิ้ง555พาณิชย์,firm
แอคเคาน์ติ้ง หจ.ไนน์ทีน ไนน์ตี้วัน จำกัด,firm
นคร หจ.รอน จำกัด,firm
หจ.วิสาหกิจชุมชนเกษตรแปลงใหญ่สตอเบอรี่บ่อแก้ว,firm
หจ.พาร์เลอร์,firm
คอนซัลแทนซี่ บจ.จอลล่า จอลล่า จำกัด,firm
ซัพพลาย บจ.ซี แอนด์ พี จำกัด,firm
คอร์ปอเรชั่น บจ.สิริชินนำชัย จำกัด,firm
บจ.โพรเพลลา จำกัด,firm
บจ.กิจรุ่งเรือง1968 จำกัด,firm
ออยล์ บจ.3 กฤษ จำกัด,firm
ทาวน์ บจ.ชาบู จำกัด,firm
ทรานส์แอนด์เซอร์วิส หจ.คอนวอย จำกัด,firm
ไทย บจ.ซูเปอร์ฟู้ด จำกัด,firm
2021 หจ.เจ กรีน จำกัด,firm
368 บจ.ปัณโปร โฮลดิ้ง จำกัด,firm
ดีเวลลอปเม้นท์ บจ.สิรภพ จำกัด,firm
กรุ๊ป บจ.เชอรีโกะ ซีบีดี จำกัด,firm
ดีเวลลอปเม้นท์ บจ.ซีเอ็น จำกัด,firm
เอ็นจิเนียริ่ง บจ.บางกอก กู๊ด จำกัด,firm
ซัพพลิเม้นท์ หจ.โคริ จำกัด,firm
ซิสเต็ม บจ.พี.เอ็ม.พี ออโต้เมชั่น จำกัด,firm
โฮลดิ้ง บจ.กมลา ฮิลล์ท็อป จำกัด,firm
เทรดดิ้ง หจ.เติมกิจ จำกัด,firm
เอ็กเพรส หจ.ภูกระดึง จำกัด,firm
บจ.ธิตินัธน์519  จำกัด,firm
หจ.คิงส์โปรแกรมมิ่ง,firm
(ประเทศไทย) บจ.ฟิวชั่น ฟอร์ คลีน จำกัด,firm
คอนซัลแตนท์ บจ.เดอะ โอรอร่า จำกัด,firm
ฮัล์ค บจ.เอสพีเอช ซูเปอร์ เพาเวอร์ จำกัด,firm
เซอร์วิส บจ.ราชวัตร เอ็นจิเนียริ่ง แอนด์ จำกัด,firm
คลินิก หจ.วี.เอส.เอ็น. วาซานา จำกัด,firm
ห้วยโจด บจ.วิสาหกิจชุมชน แปลงใหญ่ หมู่2 จำกัด,firm
บจ.วายจีเอ็มเอ็ม จำกัด,firm
บจ.หูลิงพืชผล จำกัด,firm
โลจิสติกส์ บจ.จากัวร์ จำกัด,firm
สตอรี่ บจ.เจที จำกัด,firm
ชานม หจ.มาดาม จำกัด,firm
หจ.ชีวีสมดุล,firm
การ์เมนท์ บจ.วิภารัตน์ จำกัด,firm
โปรดักชั่น บจ.เอฟซี ไลท์ติ้ง จำกัด,firm
หจ.พ.ภูธรการช่าง,firm
บจ.บาบา จำกัด,firm
คอนสตรัคชั่น หจ.กัมปนาท จำกัด,firm
เซอร์วิส บจ.โอเอ็น 111 พาวเวอร์ แอนด์ จำกัด,firm
เชนจ์ บจ.มันนี่ จำกัด,firm
อาร์คิเทค บจ.กรีน แอร์ จำกัด,firm
หจ.พีเจ.คูลเปอร์,firm
บจ.สันติมวยไทยยิม จำกัด,firm
ทรีพลัส บจ.ซีดี จำกัด,firm
เบสท์โฮม บจ.เอ็น.ที.ดับเบิ้ลยู จำกัด,firm
อินเตอร์เนชั่นแนล บจ.เค.พี.ซี. เซอร์วิส จำกัด,firm
โพรเกรส บจ.แพลนเน็ต จำกัด,firm
น้ำดื่ม บจ.พรรณี จำกัด,firm
คอร์ปอเรชั่น บจ.บีเอสวัน จำกัด,firm
ออยล์ บจ.ซี เอส กรีน จำกัด,firm
หจ.ไอวอรี่เอ็ม,firm
บจ.อัคคกิตติ์ จำกัด,firm
1965 บจ.เอสเซนเชี่ยล ออยล์ เจอร์นี่ จำกัด,firm
ลำปาง หจ.โฮม 888 จำกัด,firm
2021 หจ.สยามเก้าภพ(มหาเมฆ 32) จำกัด,firm
ไรซ์ บจ.เจพี จำกัด,firm
ทรานสปอร์ต บจ.เดโก้ จำกัด,firm
ดีเวลลอปเม้นท์ บจ.บุญช่วยเกื้อกูล จำกัด,firm
เอ็มแอนด์อี บจ.เอ็น บี ที จำกัด,firm
วินด์มิลล์โฮเทล บจ.เดอะ จำกัด,firm
เอ็นเนอร์ยี่ บจ.พีแอนด์พี จำกัด,firm
บจ.ธารคำหลวง จำกัด,firm
168 หจ.พีช ซุปเปอร์ริช จำกัด,firm
(ไทยแลนด์) บจ.ดับเบิ้ลยู พี ไวพ์ อัพ จำกัด,firm
ไฮเทคคาร์ บจ.ธงทอง จำกัด,firm
อี-คอมเมิร์ซ บจ.เซนจิอง จำกัด,firm
เอ็กซ์เพรส หจ.ชญา จำกัด,firm
บจ.เซาเธิร์น จำกัด,firm
อินเทลลิเจนท์ หจ.แฟท บัสตาร์ด จำกัด,firm
คอร์ปอเรชั่น บจ.เอ สเปซ เอ็กซ์ พร็อพเพอร์ตี้ จำกัด,firm
เทคโนโลยี บจ.ไดรฟ์ จำกัด,firm
หจ.เมยาวีซ์ไลฟ์แพลนเนอร์,firm
หมู่7 หจ.กลุ่มนาแปลงใหญ่ข้าว บ้านวัดโบสถ์ จำกัด,firm
แคปปิตอล บจ.มาน่า จำกัด,firm
หจ.วิสาหกิจชุมชนแปลงใหญ่ข้าวโพดเลี้ยงสัตว์ท่าคล้อ,firm
ออนไลน์ บจ.ปลาป๋อง เกม จำกัด,firm
โซลูชั่น บจ.88 อินฟินิตี้ จำกัด,firm
โลจิสติกส์ หจ.ทรัพย์กานติมา จำกัด,firm
บิส หจ.อาลายา จำกัด,firm
บจ.จันทรานนท์14 จำกัด,firm
ค็อกเทล บจ.8 จำกัด,firm
2021 หจ.บ่อทอง จำกัด,firm
บจ.เคเคดับเบิ้ลยูแอล จำกัด,firm
คอนซัลแตนท์ บจ.ตรีมิตร เอ็นจิเนียริ่ง แอนด์ จำกัด,firm
จีโอเทค หจ.ยูเอ็นพี จำกัด,firm
วิศวกรรม บจ.เจเจบี จำกัด,firm
หจ.นาแปลงใหญ่เทพประทาน,firm
แคม บจ.เซเว่น จำกัด,firm
หจ.วิสาหกิจชุมชนกลุ่มแปลงใหญ่อ้อยบ้านโคกกลางโนนศิลา,firm
แพ็ค บจ.แฮปปี้บ๊อกซ์ จำกัด,firm
พาณิชย์ บจ.ธัญภา จำกัด,firm
เอ็นจิเนียริ่ง หจ.เกวลินก่อสร้าง ซัพพลาย แอนด์ จำกัด,firm
ภูเก็ต บจ.กรีน ดราก้อน จำกัด,firm
ฟิน บจ.ชิลล์ จำกัด,firm
บจ.โคดรัก จำกัด,firm
หจ.ทรัพย์ท่วมท้น2021,firm
64 หจ.รีเทล จำกัด,firm
หจ.เจเค.อาร์คิเทคท์,firm
เทค บจ.อินไซท์ จำกัด,firm
บจ.นำไทยพลาสติก จำกัด,firm
หจ.เกษตรแปลงใหญ่บ้านปังกู,firm
กรุ๊ป บจ.วี.ที.เกรท จำกัด,firm
สยาม บจ.เออเบิน ไอค่อน จำกัด,firm
โลจิสติกส์ บจ.เอ็มแอนด์เอส จำกัด,firm
เมเนจเม้นท์ บจ.ทรัพย์ศรัณย์ จำกัด,firm
พร็อพเพอร์ตี้ บจ.นิว ริช จำกัด,firm
ซีฟู้ด บจ.ไซเรน จำกัด,firm
เอ็กซ์เพรส บจ.ลาซาล จำกัด,firm
เอ็กเพลส หจ.ภูเพียง จำกัด,firm
เรคคอร์ด บจ.ซิลเวอร์ ฮับ จำกัด,firm
แบล็ค บจ.มิสเตอร์ จำกัด,firm
เซอร์วิส บจ.เอสเจ เทรดดิ้ง แอนด์ จำกัด,firm
บูทิค บจ.อะมายา จำกัด,firm
บจ.เอ็นเดต้าธอธ จำกัด,firm
คอนเนคเตอร์ บจ.มาสเตอร์ จำกัด,firm
เมเนจเม้นท์ บจ.ลานนา อีดูเคชั่นแนล จำกัด,firm
หจ.ศิริเจริญทรัพย์ทรานสปอร์ต,firm
99 บจ.บุญนำโชค จำกัด,firm
หจ.สเต็กบางพลู,firm
คอนสตรัคชั่น หจ.คิวแอนด์ดี จำกัด,firm
เทคนิคการแพทย์ บจ.หมอแล็บ จำกัด,firm
วอเตอร์ บจ.ซี.โอ. จำกัด,firm
การผลิต หจ.เดนิส จำกัด,firm
เซ็นเตอร์ บจ.เอส ซี ที จำกัด,firm
โบฮีเมียน บจ.โชวี่ จำกัด,firm
บจ.เคเอฟ-บริดจ์ จำกัด,firm
โพลีช๊อยส์ บจ.วาพลอย แอนด์ จำกัด,firm
โกลฟส์ บจ.ไทยบูล จำกัด,firm
คอร์ปอเรชั่น บจ.เดอะ ไบรซ์ จำกัด,firm
หจ.แปลงใหญ่บ้านโนนแคน,firm
เรียลเอสเตท บจ.วรันสิริ จำกัด,firm
2021 หจ.ศรีปัทมะ โลจิสติกส์ จำกัด,firm
บจ.แอนนาลิต้า จำกัด,firm
โฮม บจ.ริชเชอร์ จำกัด,firm
เอ็นจิเนียริ่ง บจ.เอ็ม.เอส.โอ จำกัด,firm
แคร์ บจ.59 เฮลท์ จำกัด,firm
ต.หนองบัวระเหว หจ.วิสาหกิจชุมชนนาแปลงใหญ่ หมู่ 7 จำกัด,firm
ฝนฝน หจ.สกินแคร์ บาย จำกัด,firm
เภสัชอุตสาหกรรม บจ.บางกอก เนเจอร์ จำกัด,firm
พารากรุ๊ป บจ.เอ ซี จำกัด,firm
บจ.ลีลาบิวตี้แอนด์เวลเนส จำกัด,firm
เคมีภัณฑ์ บจ.ทรัพย์ไพศาล จำกัด,firm
2021 หจ.วินทรี จำกัด,firm
"5,15 หจ.เกษตรกรแปลงใหญ่บ้านดงใหญ่ หมู่ จำกัด",firm
เซอร์วิส บจ.ซิคแมน จำกัด,firm
อินโนเวชั่น บจ.โปรเฟส เทค จำกัด,firm
เทรดดิ้ง บจ.แมททีเรียล ทู จำกัด,firm
บจ.รีเจนเทค จำกัด,firm
ออยล์ หจ.เมืองพญา จำกัด,firm
เน็ตเวิร์ก หจ.พงษ์พูลศิริ จำกัด,firm
ออนไลน์ หจ.นาคา จำกัด,firm
ซัพพอร์ต หจ.เบญจมาศ จำกัด,firm
กรุ๊ป บจ.เลอพลอย จำกัด,firm
หจ.กลุ่มผักแปลงใหญ่สำนักตะคร้อ,firm
2021 หจ.เจริญกิจการช่าง จำกัด,firm
บจ.ฃวด จำกัด,firm
หจ.เจซีไลฟ์,firm
บจ.วินวิน888 จำกัด,firm
เวิลด์ บจ.ติ๊กมี่ จำกัด,firm
โฮลดิ้งส์ บจ.เอ แอนด์ จี เอ็นเตอร์ไพรส์เซส จำกัด,firm
เซอร์วิส บจ.ดับเบิ้ลยู ไฟท์ ที ฟาร์มแอนด์ จำกัด,firm
บจ.ไทยฮันนี่ จำกัด,firm
บจ.เค.45999 จำกัด,firm
ออดิท บจ.ลูเซียโน่ จำกัด,firm
แลนด์ บจ.ดีดี คอนโด จำกัด,firm
อินไซท์ บจ.ลีเกิล จำกัด,firm
บจ.แท็กทีมพาวเวอร์ จำกัด,firm
168 หจ.ภูธนวรรธน์ จำกัด,firm
รับเบอร์ หจ.วีระพล จำกัด,firm
การพาณิชย์ บจ.กองเงิน จำกัด,firm
หจ.รวมมิตรเกษตรโก๊ะไม้หลู่,firm
เวลธ์ บจ.เชอร์โรส จำกัด,firm
เทคโนโลยี บจ.แอล.บี โซลูชั่น จำกัด,firm
บจ.กัลวาเทค จำกัด,firm
(ประเทศไทย) บจ.เอเชีย โกลบอล ยอชท์ติ้ง จำกัด,firm
อินเตอร์เทรด(ประเทศไทย) บจ.ดีดี.กรุ๊ป จำกัด,firm
หจ.วิสาหกิจชุมชนนาแปลงใหญ่ดงสิงห์,firm
พูลวิลล่า หจ.บ้านสวนมะลิ จำกัด,firm
เมดิคอล บจ.อะไลฟ์ จำกัด,firm
บล๊อค บจ.มิลเลี่ยน บิ๊ก จำกัด,firm
ออดิท บจ.เอสเอ็มพี จำกัด,firm
บจ.เจทีเอ็ม จำกัด,firm
หจ.วิสาหกิจชุมชนแปลงใหญ่มันสำปะหลังบ้านวังกุง,firm
ธารกมลฟิลด์ หจ.เอชดีที จำกัด,firm
ทรานสปอร์ทเทชั่น บจ.สกล จำกัด,firm
ตาดำ หจ.น้ำบูดู พิเศษ จำกัด,firm
บจ.ธณารินพรอพเพอร์ตี้ จำกัด,firm
แหลมฉบัง บจ.ดีเดโป จำกัด,firm
หจ.รับเหมาก่อสร้างขอนแก่น,firm
บจ.เศรษฐีศรีกาญจนา จำกัด,firm
เอเซีย บจ.สลิม เวลเนส จำกัด,firm
โฮม บจ.ทราฟฟิค จำกัด,firm
หจ.ไทยริปเปิ้ล,firm
โฮมสตรัคชั่น บจ.โปรเฟสชั่นแนล จำกัด,firm
โปรเฟสชั่นแนล บจ.เอแอนด์เจ พร็อพเพอร์ตี้ จำกัด,firm
ฟาร์มา บจ.ดีดับบลิว จำกัด,firm
ออโต้ บจ.โอทีพี จำกัด,firm
ดีเวลลอปเมนท์ บจ.ศรีเงิน จำกัด,firm
เรียลเอสเตท บจ.เพชรวรา พร็อพเพอร์ตี้ แอนด์ จำกัด,firm
หจ.เกษตรรวมใจ,firm
พาณิช หจ.มิดฟิลด์ดิน จำกัด,firm
บจ.ธรณีสยาม จำกัด,firm
บจ.เดอะเพรสซิเดนท์ จำกัด,firm
หจ.มัมแอนด์มี,firm
พร็อพเพอร์ตี้ บจ.อันเดอร์วู้ด จำกัด,firm
บจ.เอ็กซ์เซอร์เอ็กซ์อาร์ จำกัด,firm
บจ.สมสมัย จำกัด,firm
บจ.โพโต้ จำกัด,firm
2021 บจ.ก. การก่อสร้าง จำกัด,firm
(ประเทศไทย) บจ.เซินเจิ้น ดีเวลลอปเม้นท์ เอ็นจิเนียริ่ง เซอร์วิส จำกัด,firm
หจ.ซันแซค168,firm
ฟลอร่า บจ.ซู จำกัด,firm
ไวด์ บจ.เวล โปร จำกัด,firm
คัสตอม บจ.แบ็คโบน จำกัด,firm
24 บจ.อุ่นใจ จำกัด,firm
โพรดักชั่น บจ.บลู รูม จำกัด,firm
1994 บจ.พี.เอ.เรียลเอสเตท จำกัด,firm
การช่าง บจ.สุบรรณ จำกัด,firm
เอ็กซ์เพรส หจ.บีแอนด์พี จำกัด,firm
(ไทยแลนด์) บจ.ยี่เหยา เอ็นจิเนียริ่ง จำกัด,firm
เฮลตี้ บจ.เจริญชัย จำกัด,firm
หจ.ซินเซริตี63,firm
คอนเซาท์ บจ.ไนซ์ จำกัด,firm
บจ.เจริญชัยไฟเวิร์ค จำกัด,firm
2021 หจ.จิติพัฒน์ เอ็นจิเนียริ่ง จำกัด,firm
หจ.ธัญญ์รุ่งเรืองกิจ,firm
เบเกอรี่ บจ.บอนนี่ คาเฟ่ แอนด์ จำกัด,firm
15 หจ.วิสาหกิจชุมชนแปลงใหญ่ข้าว หมู่ จำกัด,firm
(ประเทศไทย) บจ.โซลแพ็ค แอนด์ แพ็คเกจจิ้ง จำกัด,firm
ทูลลิ้งค์ บจ.แอลบี จำกัด,firm
888 หจ.ต้นศักดิ์ทอง กรุ๊ป จำกัด,firm
ทรานสปอร์ต หจ.ดับบลิวแอนด์เอส จำกัด,firm
ที บจ.รักษาความปลอดภัย เอ็น บี จำกัด,firm
ช็อป บจ.บลู อิเล็คทริค แอนด์ คอฟฟี่ จำกัด,firm
เอ็กเพรส หจ.เจเอ็นที จำกัด,firm
หจ.เกรียงไกรรุ่งเจริญคอนสตรัคชั่น,firm
บจ.ศาวิตสม จำกัด,firm
โซลูชั่น บจ.น่าน ไอ.ซี. จำกัด,firm
บางกอก บจ.เบล วิสด้อม จำกัด,firm
ทราเวล หจ.วีทู จำกัด,firm
บจ.ท่าทรายสุพัตรา จำกัด,firm
ชูส์ บจ.เบร็กซ์ลี่ จำกัด,firm
หจ.เงินจันทร์เจริญทรัพย์,firm
ชัยภูมิ หจ.อวยชัย แทรกเตอร์ จำกัด,firm
คอร์ปอเรชั่น บจ.วาซาบิ โกลบอล อินโนเวชั่น เวนเจอร์ส จำกัด,firm
888 หจ.บี.เอส. ทรานสปอร์ต จำกัด,firm
บจ.วรรณพรการเกษตรและคลีนนิ่งเซอร์วิส(2563) จำกัด,firm
เดคอเรท บจ.โคโค่ ดีไซน์ แอนด์ ออล จำกัด,firm
วี บจ.วาสตู จำกัด,firm
หจ.แฮง-ฮัก,firm
มันช์ บจ.แมดลี จำกัด,firm
(ไทยแลนด์) บจ.ทีเอ็นพี แพ็คเกจจิ้ง จำกัด,firm
ซัพคอนแทรค บจ.อลัน จำกัด,firm
บจ.สยามไบโอซีบีเทค จำกัด,firm
999 หจ.เอ อาร์ อาร์ ชนะกิจ จำกัด,firm
บจ.ก่วงหมิง จำกัด,firm
บจ.คอสโมโพลิส จำกัด,firm
บจ.เอ็ม2เค จำกัด,firm
บจ.ฮาร์เวสท์มี จำกัด,firm
แบรนด์เนม98 บจ.เอสเอส จำกัด,firm
คอนซัลติ้ง หจ.แบร็กซ์ตัน จำกัด,firm
บจ.ณภัทร์999 จำกัด,firm
หจ.โรงสีข้าวเกิดทรัพย์,firm
(ประเทศไทย) บจ.อีแทวอน จำกัด,firm
เอเจนซี่ บจ.เวลเวท รีโซลูชั่น จำกัด,firm
เชียงใหม่ บจ.เดอะ ลอว์ โซไซตี้ จำกัด,firm
บจ.บีทีดี จำกัด,firm
กาแฟ บจ.สินเพิ่มพูน ชา จำกัด,firm
บจ.เฮงหยาง0112 จำกัด,firm
หจ.วิชยุต2021,firm
หจ.พัตรา2564,firm
โซลูชั่น หจ.ไฮ-โล จำกัด,firm
กิจงาม หจ.ช. เชน จำกัด,firm
การเกษตร บจ.สยามขแมร์ จำกัด,firm
การโยธา หจ.พรสมบัติ จำกัด,firm
รอยัลฟู้ดส์ บจ.บียอนด์ จำกัด,firm
บจ.นับก้าว จำกัด,firm
แฟมิลี่ บจ.เทสเซม จำกัด,firm
ฮัลเรท บจ.เซฟตี้ จำกัด,firm
กรุ๊ป หจ.แอล ยู เอ็ม จำกัด,firm
1996 บจ.วิศวัฒ จำกัด,firm
หจ.มายจุ่น,firm
การ์เม้นท์ บจ.ตามสั่ง บาย ทีวีเอส จำกัด,firm
อินเซ็คท บจ.สยาม ไบโอ จำกัด,firm
ฟีด บจ.เบรฟ จำกัด,firm
โฮลดิ้ง บจ.เจริญธนรัชต์ จำกัด,firm
บจ.เทนเดอร์ลี่แคร์ จำกัด,firm
ต.ดงบัง หจ.แปลงใหญ่ปลาตะเพียน จำกัด,firm
บจ.ซุปเปอร์สกิล จำกัด,firm
เฟอร์นิเจอร์ หจ.ฮัก จำกัด,firm
ต.บ้านเต่า หจ.วิสาหกิจชุมชนอ้อยโรงงาน ม.3 จำกัด,firm
โฟน บจ.บีบี ฮัลโหล จำกัด,firm
เฮลแคร์ บจ.บิวตี้ จำกัด,firm
กรุ๊ป บจ.เจจี เฮลท์ จำกัด,firm
หจ.สิทธิโลก,firm
บจ.โรงสีสุรีพร จำกัด,firm
ต.ดงใหญ่ หจ.นาแปลงใหญ่บ้านดงใหญ่ ม.2และ6 จำกัด,firm
เทรดดิ้ง บจ.ท็อปสไตล์ จำกัด,firm
บจ.เทมเพิร์ด จำกัด,firm
บจ.ศักดิ์ชายพาราวู๊ด จำกัด,firm
เอ็ดดูเทนเมนท์ บจ.ซิตี้วาไรตี้ จำกัด,firm
2007 หจ.โฮม เซอร์วิส จำกัด,firm
เอ็นจิเนียริ่ง บจ.จิ๊กซอว์ จำกัด,firm
บจ.บารมีห้าเศียร จำกัด,firm
ขนส่ง บจ.ทรัพย์ขาม จำกัด,firm
สเตนเลส บจ.ชูชีพ จำกัด,firm
แรนซ์ บจ.ดีจี จำกัด,firm
ดีเวลลอปเมนท์ บจ.พัฒนาการ จำกัด,firm
หจ.วิสาหกิจชุมชนนาแปลงใหญ่บ้านหนองแข้,firm
เทรดดิ้ง หจ.ซีนิค จำกัด,firm
บจ.ไฉเหยียนกว่างจิ้น จำกัด,firm
แมเนจเม้นท์ บจ.พินนะเคิล แอสเซท จำกัด,firm
แมนูแฟคเจอริ่ง บจ.โซลาร์ ดี จำกัด,firm
นีนิน บจ.โมอิ เอนริช จำกัด,firm
(ไทยแลนด์) บจ.จักรพรรดิราช จำกัด,firm
บจ.ภาคใต้หมึกพิมพ์และไอที จำกัด,firm
โฮลดิ้ง บจ.เดอะ แพลนเน็ต เอ็กซ์ จำกัด,firm
ลาบอราทอรี่ บจ.จิ๊กซอ จำกัด,firm
บจ.เอ็นฟลูเอ็นเสอร์ จำกัด,firm
สปา บจ.เวลธ์ จำกัด,firm
2021 หจ.อาร์ เอฟ โปรดัคท์ จำกัด,firm
แมเนจเมนท์ บจ.ทองพัฒนา พร๊อพเพอร์ตี้ จำกัด,firm
โฮลดิ้ง(ประเทศไทย) บจ.มีบุญแฟมิลี่ จำกัด,firm
ริช บจ.มินท์ ริช จำกัด,firm
พัฒนา หจ.ชีวิน จำกัด,firm
ทรานสปอร์ต หจ.บี.บี.999 จำกัด,firm
หจ.ชูวงษ์เจริญทรัพย์,firm
บจ.เอฟทีพลัส จำกัด,firm
บจ.ไทยเรืองลม จำกัด,firm
โลจิสติกส์ บจ.ลิควิด โซลูชั่น แอนด์ จำกัด,firm
เซอร์วิส บจ.ช.เจริญออยล์ จำกัด,firm
เฮลท์แคร์ บจ.พีรธัช จำกัด,firm
บจ.ที.เอ.พี.ทรานสปอร์ตแอนด์ซัพพลาย จำกัด,firm
รีไซเคิล บจ.ดี เอ็น เอ จำกัด,firm
ฟาร์มเจริญ หจ.ทวีทรัพย์ จำกัด,firm
ทูทูโฟร์ บจ.เมซอน จำกัด,firm
บจ.นานาเมดอิน(ไทยแลนด์) จำกัด,firm
ชมพูทอง หจ.ผักปลอดภัย หนองม่วง จำกัด,firm
การเกษตร2021 บจ.เพิ่มพูนทรัพย์ จำกัด,firm
ขนส่ง หจ.แคท จำกัด,firm
แคร์ บจ.ควีน เนิส จำกัด,firm
ครีเอทิวิที้ บจ.เลเนทต์ เอ็นด์เลส จำกัด,firm
ซูชิ บจ.เอโดมาเอะ จำกัด,firm
ปิโตรเลียม บจ.วิมลชัย จำกัด,firm
เมทัล บจ.ชัยโชคดี จำกัด,firm
หจ.รักษามหาเสน่ห์,firm
คอนสตรัคชั่น บจ.ธนะทรัพย์ไพศาล จำกัด,firm
เฮ้ลธ์เวิลด์ บจ.จีเดย์ จำกัด,firm
บจ.มาดูเลการท่องเที่ยว จำกัด,firm
บจ.เจริญโชติ จำกัด,firm
บจ.สุสองแสง จำกัด,firm
เทรนนิ่ง บจ.เคอาร์ เซฟตี้ เอนจิเนียริ่ง จำกัด,firm
บจ.รักการแดก จำกัด,firm
ราล่า บจ.ลิตเติ้ล จำกัด,firm
ขนส่ง หจ.ธีราณัฎณ์ จำกัด,firm
หจ.โชคธัญญารัตน์,firm
เทค บจ.เอ็ม ดับบลิว อินฟินิท จำกัด,firm
แฮค บจ.คอมมูนิเคชั่น จำกัด,firm
เฮิร์บ บจ.กระท่อมไทย แอนด์ จำกัด,firm
เพาเวอร์ บจ.โพนพิสัย ไบโอ จำกัด,firm
บจ.สลากทูยู จำกัด,firm
คอลสตรัคชั่น บจ.พิมทอง จำกัด,firm
เซอร์วิส บจ.เอ.พี.บี อินเตอร์ จำกัด,firm
พลัส บจ.แคลิเบรชั่น จำกัด,firm
บจ.บียอนด์ซัคเซสโซลูชั่น จำกัด,firm
2021 หจ.วงศ์วีระ จำกัด,firm
บจ.ศรีด่านเภสัช จำกัด,firm
(มหาชน) บมจ.ดีสโตน คอร์ปอเรชั่น จำกัด,firm
5.0 บจ.ไดโนเทค จำกัด,firm
ครีเอชั่น บจ.เอ็กซ์ไซ ธิงค์ จำกัด,firm
บจ.วศพล21 จำกัด,firm
กรุ๊ป บจ.พาข้าวเหนียว จำกัด,firm
การตลาดและค้าปลีก บจ.ดวงเจริญ จำกัด,firm
2020 หจ.กลวัชร จำกัด,firm
บจ.แฮปปี้สเตชั่น จำกัด,firm
ซัพพลาย บจ.เอ็มเอ็มที ฟู้ด จำกัด,firm
ออโตโมไบค์ บจ.เอ็ม จำกัด,firm
บจ.ทองหอมเทรดดิ้ง จำกัด,firm
สแต็ก บจ.เลมอน จำกัด,firm
หจ.แปลงใหญ่ยางพาราอีปาด,firm
หจ.จี.เอ็นจิเนีย,firm
รุ่งเรือง หจ.ดับเบิ้ลยู ที ทรานสปอร์ต จำกัด,firm
2021 หจ.เจดับบลิวพลาสติก จำกัด,firm
เทรดดิ้ง บจ.เจเนซิส จำกัด,firm
ฟิล์ม หจ.แอท นอร์ท จำกัด,firm
บจ.จันทร์ฉาย88 จำกัด,firm
โซลูชั่น บจ.บลูแอนท์ จำกัด,firm
เค บจ.คอมปานี จำกัด,firm
โฮลดิ้งส์ บจ.นอร์ทเทิร์น เวนเชอร์ จำกัด,firm
สกาย บจ.บลิส จำกัด,firm
519 บจ.ทรัพย์ทวีโยธา จำกัด,firm
กรีน บจ.วังโป่ง จำกัด,firm
หจ.บี.เค.อุดมทรัพย์,firm
บจ.มิตรดีสตูดิโอ จำกัด,firm
ปิโตรเลียม หจ.สนธิหา จำกัด,firm
แล็บ บจ.สมุย ฟิวเจอร์ จำกัด,firm
คิงคอง บจ.แบล็ค จำกัด,firm
ปิโตรเลียม หจ.เดือนสุพัตรา จำกัด,firm
ดิวตี้ บจ.อินโนเวชั่น แอนด์ จำกัด,firm
ไทย บจ.ไดโดะ-ชิโคะ จำกัด,firm
อคุสติกส์ บจ.เอ็มจี จำกัด,firm
บจ.ฟิวเจอร์มิวสิค จำกัด,firm
ครีเอชั่น หจ.ซีพีเอส เบสท์ จำกัด,firm
2022 หจ.มาร์เวลลัส จำกัด,firm
1 บจ.เบอร์กี้ โฮม จำกัด,firm
บจ.ภูริศรัญญ์ จำกัด,firm
เทรดดิ้ง หจ.ยิ่งดี จำกัด,firm
โฮลดิ้ง บจ.ซูท เวนเจอร์ จำกัด,firm
การบัญชี หจ.ทรัพย์เพิ่มพูล จำกัด,firm
โกลเบิล บจ.เดอะ เฟท จำกัด,firm
วิลเลจ บจ.อารมณ์ดี จำกัด,firm
กรุ๊ป บจ.ดวงดี บิซิเนส จำกัด,firm
แอ็คเค้าน์ติ้ง บจ.แอสไพร์ จำกัด,firm
